"id";"fan_page_id";"day";"fans";"fans_change";"talkingabout";"engaged_fans";"engaged_newly_fans";"ini";"ini_fan";"likes";"comments";"posts";"multimedia";"likes_fan";"comments_fan";"posts_fan";"multimedia_fan";"votes";"shares";"response_count";"response_median";"response_mean";"response_max";"response_min";"engaged_fans_likes";"engaged_fans_comments";"engaged_fans_posts";"engaged_fans_multimedia";"engaged_fans_votes";"engaged_fans_shares";"is_historic";"created_at";"updated_at"
"3341";243814967;35;"2015-02-25";31932;31;1770;147;54;709;701;149;1;2;1;149;1;1;1;0;33;NA;NA;NA;NA;NA;145;1;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:40:46"
"3342";243814969;35;"2015-02-26";31950;18;1770;51;11;405;385;49;3;3;0;49;2;1;0;0;20;NA;NA;NA;NA;NA;49;2;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:40:45"
"3343";243814971;35;"2015-02-27";31972;22;1741;58;4;336;312;56;7;2;1;56;4;2;0;0;14;NA;NA;NA;NA;NA;55;1;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:40:47"
"3344";243814973;35;"2015-02-28";31986;14;1744;35;6;141;125;33;1;3;0;33;1;1;0;0;5;NA;NA;NA;NA;NA;33;1;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:40:44"
"3345";243814975;35;"2015-03-01";31997;11;1743;115;19;678;654;110;7;2;1;110;6;1;0;0;32;NA;NA;NA;NA;NA;110;6;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:23"
"3346";243814977;35;"2015-03-02";32018;21;1610;131;7;407;359;131;19;3;0;131;11;1;0;0;11;NA;NA;NA;NA;NA;128;5;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:41:58"
"3347";243814981;35;"2015-03-03";32052;34;1268;84;26;680;656;84;3;4;2;84;2;3;1;0;33;1;50505;50505;50505;50505;79;2;4;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:23"
"3348";243814983;35;"2015-03-04";32089;37;1268;90;40;959;911;75;25;4;4;75;18;3;3;0;44;NA;NA;NA;NA;NA;72;14;5;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:23"
"3349";243814985;35;"2015-03-05";32140;51;1025;700;180;2797;2777;705;18;1;1;705;16;1;0;0;125;NA;NA;NA;NA;NA;688;15;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:22"
"3350";243814987;35;"2015-03-06";32161;21;1509;112;26;681;665;113;2;1;2;113;1;1;1;0;33;NA;NA;NA;NA;NA;110;1;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:22"
"3351";243814989;35;"2015-03-07";32188;27;1509;227;76;1075;1054;227;5;2;1;226;4;0;1;0;50;NA;NA;NA;NA;NA;225;4;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:23"
"3352";243814991;35;"2015-03-08";32504;316;2072;11081;9727;73973;73689;11053;163;4;1;11053;95;4;0;0;3889;NA;NA;NA;NA;NA;11051;86;4;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:23"
"3353";243814993;35;"2015-03-09";32648;144;2072;686;569;4769;4737;681;14;1;2;681;11;0;1;0;250;NA;NA;NA;NA;NA;678;10;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:44:22"
"3354";243814995;35;"2015-03-10";32699;51;2072;136;65;810;774;134;15;1;0;134;8;0;0;0;38;NA;NA;NA;NA;NA;132;6;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3355";243814997;35;"2015-03-11";32750;51;38541;62;15;165;153;61;2;1;2;61;1;0;2;0;4;NA;NA;NA;NA;NA;60;1;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3356";243814999;35;"2015-03-12";32792;42;42686;142;48;659;631;147;5;2;1;147;3;1;0;0;29;NA;NA;NA;NA;NA;140;3;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3357";243815001;35;"2015-03-13";32813;21;43061;76;19;725;680;61;20;4;2;60;14;3;1;0;33;1;225;225;225;225;60;13;4;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:44"
"3358";243815005;35;"2015-03-14";32827;14;42447;31;2;79;71;31;0;2;0;31;0;1;0;0;2;NA;NA;NA;NA;NA;30;0;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3359";243815007;35;"2015-03-15";32842;15;42447;169;19;755;743;171;1;3;1;171;1;3;0;0;34;NA;NA;NA;NA;NA;166;1;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3360";243815009;35;"2015-03-16";32859;17;42454;63;5;261;245;61;0;5;0;61;0;3;0;0;10;NA;NA;NA;NA;NA;60;0;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3361";243815011;35;"2015-03-17";32865;6;42324;62;9;143;95;63;9;4;1;63;4;2;0;0;0;NA;NA;NA;NA;NA;60;4;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3362";243815013;35;"2015-03-18";32888;23;5976;125;18;748;688;120;24;5;1;120;16;3;0;0;30;NA;NA;NA;NA;NA;115;11;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3363";243815015;35;"2015-03-19";32908;20;1698;60;13;471;439;59;5;0;2;59;3;0;0;0;23;NA;NA;NA;NA;NA;59;3;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3364";243815017;35;"2015-03-20";32948;40;1251;118;21;1376;1336;120;13;3;5;120;8;2;4;0;70;NA;NA;NA;NA;NA;112;7;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:44"
"3365";243815019;35;"2015-03-21";32998;50;1254;117;23;760;736;116;5;3;2;116;5;3;0;0;36;NA;NA;NA;NA;NA;112;5;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3366";243815021;35;"2015-03-22";33078;80;1151;374;82;1826;1758;386;39;3;1;386;27;2;0;0;78;NA;NA;NA;NA;NA;359;18;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3367";243815025;35;"2015-03-23";33103;25;1206;199;27;748;712;208;11;2;0;208;6;0;0;0;30;NA;NA;NA;NA;NA;195;4;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:44"
"3368";243815027;35;"2015-03-24";32825;-278;1336;81;31;358;310;62;35;2;1;62;26;2;0;0;8;NA;NA;NA;NA;NA;61;19;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3369";243815029;35;"2015-03-25";32843;18;1656;30;5;241;221;29;4;1;1;29;2;1;0;0;11;NA;NA;NA;NA;NA;27;2;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3370";243815031;35;"2015-03-26";32884;41;1750;138;30;855;795;139;19;4;0;139;10;1;0;0;38;NA;NA;NA;NA;NA;134;6;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3371";243815033;35;"2015-03-27";32912;28;1774;79;18;407;375;87;5;2;1;87;2;1;0;0;17;NA;NA;NA;NA;NA;78;1;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3372";243815035;35;"2015-03-28";32945;33;1645;31;13;132;123;28;0;5;0;27;0;4;0;0;4;NA;NA;NA;NA;NA;27;0;4;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3373";243815037;35;"2015-03-29";33002;57;1645;234;56;1888;1868;232;11;0;1;232;9;0;0;0;100;NA;NA;NA;NA;NA;228;7;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3374";243815039;35;"2015-03-30";33033;31;1645;79;26;805;745;85;9;3;3;85;4;1;1;0;39;NA;NA;NA;NA;NA;77;3;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3375";243815041;35;"2015-03-31";33045;12;1721;164;32;950;850;154;54;3;1;154;34;2;0;0;34;NA;NA;NA;NA;NA;150;18;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3376";243815045;35;"2015-04-01";33062;17;1658;1138;209;2656;2644;1108;112;0;1;1108;112;0;0;0;68;NA;NA;NA;NA;NA;1096;100;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3377";243815047;35;"2015-04-02";33082;20;1816;221;56;497;441;217;16;4;2;217;9;2;1;0;10;1;374;374;374;374;213;8;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3378";243815049;35;"2015-04-03";33084;2;1816;112;13;223;183;115;13;0;2;115;9;0;0;0;2;NA;NA;NA;NA;NA;109;8;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3379";243815051;35;"2015-04-04";33092;8;1816;80;17;286;250;90;8;1;1;90;4;0;0;0;9;NA;NA;NA;NA;NA;79;2;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3380";243815053;35;"2015-04-05";33137;45;3296;46;21;82;82;50;0;0;0;50;0;0;0;0;2;NA;NA;NA;NA;NA;46;0;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:45"
"3381";243815055;35;"2015-04-06";33170;33;3261;49;15;133;113;49;0;1;1;49;0;0;0;0;4;NA;NA;NA;NA;NA;49;0;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:44"
"3382";243815057;35;"2015-04-07";33195;25;3260;300;46;712;672;312;13;1;3;312;11;0;1;0;19;NA;NA;NA;NA;NA;296;7;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:45:46"
"3383";243815059;35;"2015-04-08";33222;27;2733;609;145;960;924;632;15;4;1;632;11;3;0;0;14;NA;NA;NA;NA;NA;605;10;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:48:08"
"3384";243815061;35;"2015-04-09";33238;16;2612;105;18;622;586;106;17;4;0;106;12;2;0;0;26;NA;NA;NA;NA;NA;100;9;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:53"
"3385";243815063;35;"2015-04-10";33249;11;2612;200;21;743;695;207;21;1;1;207;14;0;0;0;27;NA;NA;NA;NA;NA;193;11;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:47"
"3386";243815067;35;"2015-04-11";33276;27;1585;104;8;251;206;111;4;1;3;110;2;1;0;0;5;1;1649;1649;1649;1649;101;2;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:57"
"3387";243815069;35;"2015-04-12";33316;40;1523;208;25;527;495;215;10;1;2;215;8;1;0;0;15;NA;NA;NA;NA;NA;205;8;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:51"
"3388";243815071;35;"2015-04-13";33354;38;1590;197;35;605;568;209;10;5;1;208;7;2;1;0;19;NA;NA;NA;NA;NA;191;4;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:48:01"
"3389";243815073;35;"2015-04-14";33397;43;1613;119;19;298;258;126;9;3;4;126;6;1;3;0;4;NA;NA;NA;NA;NA;113;4;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:55"
"3390";243815075;35;"2015-04-15";33430;33;1761;283;60;393;385;285;5;3;0;285;5;2;0;0;4;NA;NA;NA;NA;NA;279;5;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:48:06"
"3391";243815077;35;"2015-04-16";33451;21;1773;125;15;1386;1254;102;71;2;2;102;43;1;1;0;60;NA;NA;NA;NA;NA;101;31;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:43"
"3392";243815079;35;"2015-04-17";33484;33;1773;97;17;879;835;103;10;1;2;103;7;0;0;0;44;NA;NA;NA;NA;NA;96;6;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:54"
"3393";243815081;35;"2015-04-18";33529;45;1628;155;26;648;600;164;14;2;1;164;9;0;0;0;25;NA;NA;NA;NA;NA;153;7;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:48"
"3394";243815083;35;"2015-04-19";33554;25;1599;192;21;611;579;211;5;2;1;211;4;0;0;0;22;NA;NA;NA;NA;NA;188;4;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:59"
"3395";243815087;35;"2015-04-20";33588;34;1599;133;13;495;435;139;22;4;1;139;14;2;0;0;14;NA;NA;NA;NA;NA;126;13;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:52"
"3396";243815089;35;"2015-04-21";33620;32;1604;320;53;2135;2083;335;24;4;2;335;23;1;0;0;103;NA;NA;NA;NA;NA;302;22;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:48:03"
"3397";243815091;35;"2015-04-22";33655;35;1676;214;52;2427;2371;219;16;3;2;219;8;3;0;0;131;1;1923;1923;1923;1923;209;5;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:47:56"
"3398";243815093;35;"2015-04-23";33683;28;1725;116;20;921;869;121;19;3;1;121;11;2;0;0;43;NA;NA;NA;NA;NA;111;6;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:59"
"3399";243815095;35;"2015-04-24";33728;45;1859;152;29;355;338;151;7;2;0;150;5;1;0;0;10;1;529;529;529;529;150;5;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:48:00"
"3400";243815097;35;"2015-04-25";33738;10;1859;218;33;918;866;230;14;2;2;230;11;0;0;0;37;NA;NA;NA;NA;NA;211;11;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:54"
"3401";243815099;35;"2015-04-26";33764;26;1859;392;52;1777;1745;409;7;2;1;409;6;0;0;0;82;NA;NA;NA;NA;NA;389;6;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:55"
"3402";243815101;35;"2015-04-27";33782;18;1859;63;12;185;133;61;18;3;1;61;12;1;0;0;1;NA;NA;NA;NA;NA;58;6;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:51"
"3403";243815103;35;"2015-04-28";33792;10;1923;50;5;154;122;46;2;7;1;46;1;5;0;0;2;1;46024;46024;46024;46024;46;1;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:51"
"3404";243815107;35;"2015-04-29";33820;28;2213;118;21;1250;1210;122;10;1;2;122;6;1;0;0;66;NA;NA;NA;NA;NA;114;4;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:58"
"3405";243815109;35;"2015-04-30";33861;41;2202;362;134;6568;6528;360;16;3;2;360;11;2;1;0;381;NA;NA;NA;NA;NA;352;11;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:58"
"3406";243815111;35;"2015-05-01";33924;63;1903;393;123;2345;2281;405;33;2;0;405;21;0;0;0;112;NA;NA;NA;NA;NA;383;18;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:59"
"3407";243815113;35;"2015-05-02";33932;8;2445;212;37;487;447;227;3;2;2;227;3;0;0;0;13;NA;NA;NA;NA;NA;209;3;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:58"
"3408";243815115;35;"2015-05-03";33959;27;2445;202;68;948;912;208;7;2;2;208;6;1;0;0;42;NA;NA;NA;NA;NA;198;6;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:50:00"
"3409";243815117;35;"2015-05-04";33994;35;3167;310;70;1607;1551;327;10;4;2;327;6;2;0;0;74;1;1905;1905;1905;1905;306;5;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3410";243815119;35;"2015-05-05";34003;9;3167;127;19;462;401;122;25;1;2;121;18;0;0;0;13;NA;NA;NA;NA;NA;116;13;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:56"
"3411";243815121;35;"2015-05-06";34010;7;2987;291;47;1143;1066;287;27;6;1;286;17;3;0;0;43;1;527;527;527;527;277;14;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:56"
"3412";243815123;35;"2015-05-07";34023;13;3167;240;54;720;676;240;16;3;2;240;11;3;0;0;23;NA;NA;NA;NA;NA;229;11;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:51"
"3413";243815127;35;"2015-05-08";34057;34;3188;78;14;273;225;73;18;6;0;73;10;4;0;0;5;NA;NA;NA;NA;NA;72;6;4;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:50:00"
"3414";243815129;35;"2015-05-09";34079;22;3389;63;6;278;234;62;1;2;3;62;1;1;0;0;10;NA;NA;NA;NA;NA;61;1;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:59"
"3415";243815131;35;"2015-05-10";34102;23;2764;218;36;1035;1014;223;4;2;1;222;4;1;0;0;48;NA;NA;NA;NA;NA;215;4;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:53"
"3416";243815133;35;"2015-05-11";34131;29;1893;201;69;718;658;210;13;4;2;210;6;3;0;0;25;NA;NA;NA;NA;NA;196;5;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:56"
"3417";243815135;35;"2015-05-12";34157;26;1749;131;29;712;668;124;18;5;1;124;12;4;0;0;29;NA;NA;NA;NA;NA;118;10;4;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:49:57"
"3418";243815137;35;"2015-05-13";34185;28;1726;81;17;363;295;75;26;2;2;75;14;1;1;0;9;NA;NA;NA;NA;NA;74;7;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3419";243815139;35;"2015-05-14";34202;17;1676;185;26;571;526;199;15;2;2;198;10;2;0;0;17;NA;NA;NA;NA;NA;179;7;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:50:01"
"3420";243815141;35;"2015-05-15";34234;32;1722;385;73;726;637;390;40;1;2;389;21;1;1;0;9;1;395;395;395;395;375;15;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:13"
"3421";243815145;35;"2015-05-16";34313;79;1490;306;117;1712;1680;308;17;0;2;308;12;0;1;0;82;NA;NA;NA;NA;NA;301;11;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3422";243815147;35;"2015-05-17";34463;150;1427;559;224;3989;3961;565;28;1;2;565;24;1;1;0;205;NA;NA;NA;NA;NA;553;17;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3423";243815149;35;"2015-05-18";34516;53;1729;176;41;1717;1493;149;118;4;2;149;72;2;0;0;65;NA;NA;NA;NA;NA;136;50;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:13"
"3424";243815151;35;"2015-05-19";34536;20;1998;138;23;762;602;118;89;3;2;118;57;2;0;0;15;NA;NA;NA;NA;NA;105;42;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3425";243815153;35;"2015-05-20";34560;24;2714;119;36;464;452;120;1;3;1;120;1;3;0;0;19;NA;NA;NA;NA;NA;115;1;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3426";243815155;35;"2015-05-21";34575;15;2845;122;27;759;731;119;6;2;2;119;5;2;0;0;36;NA;NA;NA;NA;NA;116;5;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3427";243815157;35;"2015-05-22";34693;118;2845;158;61;779;763;155;5;1;3;155;4;1;2;0;35;NA;NA;NA;NA;NA;154;4;3;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:13"
"3428";243815159;35;"2015-05-23";34799;106;2823;227;101;1394;1366;230;8;0;1;230;4;0;0;0;70;NA;NA;NA;NA;NA;224;4;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3429";243815161;35;"2015-05-24";34852;53;2961;130;43;547;535;131;1;0;1;131;1;0;0;0;25;NA;NA;NA;NA;NA;129;1;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:14"
"3430";243815165;35;"2015-05-25";34978;126;2913;1803;534;6792;6368;1780;218;0;1;1780;115;0;0;0;258;NA;NA;NA;NA;NA;1774;96;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:51:13"
"3431";243815167;35;"2015-05-26";35193;215;2863;1072;581;2768;2652;1064;60;1;0;1064;31;1;0;0;91;NA;NA;NA;NA;NA;1062;27;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:52:15"
"3432";243815169;35;"2015-05-27";35239;46;2060;224;36;535;515;223;6;2;0;223;3;1;0;0;17;NA;NA;NA;NA;NA;222;3;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:52:15"
"3433";243815171;35;"2015-05-28";35290;51;5605;190;37;849;801;185;19;0;1;185;10;0;0;0;36;NA;NA;NA;NA;NA;183;8;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:52:15"
"3434";243815173;35;"2015-05-29";35326;36;6844;176;41;853;832;185;4;2;1;184;2;2;0;0;39;1;2064;2064;2064;2064;172;2;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:52:15"
"3435";243815175;35;"2015-05-30";35352;26;6844;54;22;322;310;50;8;2;0;50;5;2;0;0;14;1;7030;7030;7030;7030;50;3;2;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:52:16"
"3436";243815177;35;"2015-05-31";35398;46;6923;1000;105;2021;1885;1241;58;0;3;1241;33;0;0;0;32;NA;NA;NA;NA;NA;988;24;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-11-30 20:23:08"
"3437";243815179;35;"2015-06-01";35529;131;6902;1778;426;4143;3926;2059;108;1;1;2058;59;0;0;0;102;NA;NA;NA;NA;NA;1766;44;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:52:15"
"3438";243815181;35;"2015-06-02";35599;70;6721;396;111;836;760;428;21;0;3;428;11;0;0;0;18;NA;NA;NA;NA;NA;395;8;0;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-03 19:52:15"
"3439";243815185;35;"2015-06-03";35622;23;7060;161;18;505;465;217;5;1;3;217;4;1;0;0;0;1;137478;137478;137478;137478;158;4;1;0;0;0;"no";"2015-06-03 17:37:15";"2015-06-04 02:05:11"
"3440";245302839;35;"2015-06-04";35637;15;5121;73;8;161;125;85;5;0;2;85;2;0;0;0;0;NA;NA;NA;NA;NA;71;2;0;0;0;0;"no";"2015-06-04 02:05:07";"2015-06-05 08:34:22"
"3441";246921199;35;"2015-06-05";35642;5;4173;76;7;256;212;80;11;0;3;80;6;0;1;0;0;NA;NA;NA;NA;NA;72;5;1;0;0;0;"no";"2015-06-05 00:08:28";"2015-06-06 08:15:36"
"3442";247364393;35;"2015-06-06";35651;9;4173;96;10;340;287;104;12;1;3;103;7;0;1;0;9;NA;NA;NA;NA;NA;93;6;1;0;0;0;"no";"2015-06-06 00:11:41";"2015-06-09 05:48:01"
"3443";247784387;35;"2015-06-07";35669;18;4114;90;17;196;166;96;3;1;4;94;2;1;2;0;2;NA;NA;NA;NA;NA;86;2;3;0;0;0;"no";"2015-06-07 06:52:26";"2015-06-09 21:48:23"
"3444";247934443;35;"2015-06-08";35695;26;3568;79;10;143;123;87;5;1;1;87;5;0;0;0;1;NA;NA;NA;NA;NA;77;3;0;0;0;0;"no";"2015-06-08 05:10:34";"2015-06-09 05:48:00"
"3445";248041265;35;"2015-06-09";35707;12;3568;54;11;464;436;56;10;2;0;56;7;0;0;0;22;NA;NA;NA;NA;NA;54;3;0;0;0;0;"no";"2015-06-09 05:47:58";"2015-06-10 05:48:53"
"3446";248523677;35;"2015-06-10";35731;24;2767;50;6;302;262;46;12;1;2;46;7;0;1;0;11;NA;NA;NA;NA;NA;44;7;1;0;0;0;"no";"2015-06-10 05:48:52";"2015-06-11 13:49:31"
"3447";248616605;35;"2015-06-11";35734;3;2767;197;20;432;364;196;33;2;2;196;24;1;0;0;4;NA;NA;NA;NA;NA;181;22;1;0;0;0;"no";"2015-06-11 05:48:55";"2015-06-12 05:49:51"
"3448";248689863;35;"2015-06-12";35747;13;2767;69;3;252;200;68;17;3;1;68;11;1;0;0;5;NA;NA;NA;NA;NA;61;10;1;0;0;0;"no";"2015-06-12 05:49:50";"2015-06-13 05:50:48"
"3449";249035115;35;"2015-06-13";35753;6;2767;124;15;1148;1111;132;6;1;2;131;5;0;0;0;60;NA;NA;NA;NA;NA;121;5;0;0;0;0;"no";"2015-06-13 05:50:47";"2015-06-14 05:57:16"
"3450";249227711;35;"2015-06-14";35766;13;2767;340;67;2270;2192;350;28;2;4;348;20;1;1;0;109;1;583;583;583;583;332;14;2;0;0;0;"no";"2015-06-14 05:57:14";"2015-06-30 21:05:02"
"3451";249919169;35;"2015-06-15";35779;13;1252;236;41;932;899;240;8;2;3;239;5;1;2;0;38;1;26454;26454;26454;26454;231;5;3;0;0;0;"no";"2015-06-15 06:35:20";"2015-06-17 01:10:03"
"3452";250141779;35;"2015-06-16";35799;20;1006;331;50;1082;1046;334;7;1;2;334;4;1;0;0;43;NA;NA;NA;NA;NA;327;4;1;0;0;0;"no";"2015-06-16 07:49:45";"2015-06-17 09:10:26"
"3453";250196735;35;"2015-06-17";35825;26;1006;188;34;613;569;157;46;1;2;157;40;0;1;0;15;NA;NA;NA;NA;NA;153;37;1;0;0;0;"no";"2015-06-17 01:10:01";"2015-06-18 08:11:13"
"3454";250378897;35;"2015-06-18";35833;8;1006;175;21;774;758;178;3;3;0;178;3;1;0;0;0;NA;NA;NA;NA;NA;172;3;1;0;0;0;"no";"2015-06-18 00:11:06";"2015-06-19 08:10:26"
"3455";250799371;35;"2015-06-19";35839;6;981;261;43;726;674;270;9;0;3;270;5;0;0;0;24;NA;NA;NA;NA;NA;259;5;0;0;0;0;"no";"2015-06-19 00:10:36";"2015-06-20 08:36:30"
"3456";250868411;35;"2015-06-20";35852;13;981;88;12;322;290;86;12;0;1;86;7;0;0;0;11;NA;NA;NA;NA;NA;84;5;0;0;0;0;"no";"2015-06-20 00:01:52";"2015-06-21 04:07:56"
"3457";251331805;35;"2015-06-21";35860;8;1187;210;33;1177;1125;209;39;0;1;209;29;0;0;0;50;NA;NA;NA;NA;NA;206;8;0;0;0;0;"no";"2015-06-21 04:07:54";"2015-06-22 04:31:32"
"3458";252131743;35;"2015-06-22";35893;33;2003;103;17;547;519;103;6;3;1;103;4;2;0;0;24;NA;NA;NA;NA;NA;98;3;2;0;0;0;"no";"2015-06-22 04:31:30";"2015-06-23 04:32:52"
"3459";252209513;35;"2015-06-23";35919;26;2003;108;15;713;689;113;9;3;1;113;7;1;1;0;33;NA;NA;NA;NA;NA;104;5;2;0;0;0;"no";"2015-06-23 04:32:50";"2015-06-24 04:33:51"
"3460";252274417;35;"2015-06-24";35943;24;2041;127;13;500;471;132;3;3;1;131;3;1;0;0;0;NA;NA;NA;NA;NA;125;3;1;0;0;0;"no";"2015-06-24 04:33:48";"2015-06-25 04:34:06"
"3461";252339319;35;"2015-06-25";35956;13;2041;133;14;452;404;140;9;3;1;140;4;1;0;0;15;NA;NA;NA;NA;NA;130;4;1;0;0;0;"no";"2015-06-25 04:34:03";"2015-06-26 04:34:47"
